Adv Name,Industry,Campaign Name,Total Impressions,Total Clicks,Total Revenue,Month
PayTM First Games,Gaming,OF-16883_PaytmFirstGames_HBTF/Reward/MMBTF/CB_CPC8,179509,345,2127,Sep'22
Netmeds,Health & wellness,OF-16836_Netmed_HomeATF-Rewards,249005,512,11829,Sep'22
AU Bank - SA,BFSI,OF-16618_AUBank_HomeBTF/Rewards/Wealth,168311,1019,5501,Sep'22
GRT Jewellers,Offline Retail,"OF-16376_GRT Jewellers_HomeATF,Reward_CPC8",206645,370,2369,Sep'22
AU Bank - SA,BFSI,OF-16618_AUBank_HomeBTF/Rewards/Wealth,580072,977,5274,Sep'22
PayTM First Games,Gaming,OF-16883_PaytmFirstGames_HBTF/Reward/MMBTF/CB_CPC8,107193,318,1960,Sep'22
Spartan_Poker,Gaming,OF-16637_Spartan_Poker_HomeBTF_Rewards_CB,2387072,2542,14674,Sep'22
OLX Auto,"Commute, Travel & Hospitality","OF-16736_OLXAuto_HomeATF,BTF,CB,PT",67391,780,3817,Sep'22
GRT Jewellers,Offline Retail,"OF-16376_GRT Jewellers_HomeATF,Reward_CPC8",201336,351,2247,Sep'22
Netmeds,Health & wellness,OF-16836_Netmed_HomeATF-Rewards,223203,368,10603,Sep'22
Isobar- IndusInd,BFSI,"OF-16509_IndusIndCC_CB,CBC_CPC2",3782635,1137,1729,Sep'22
Prime Video,OTT & Entertainment,"OF-16487_PrimeVideo_PT,CB,CBC_CPC8",1020219,258,1533,Sep'22
Spartan_Poker,Gaming,OF-16637_Spartan_Poker_HomeBTF_Rewards_CB,1042543,2250,12988,Sep'22
Kapiva,Health & Wellness,OF-16611_Kapiva_Rewards,3341014,5210,25546,Sep'22
Reliance Digital,Offline Retail,OF-16834_RelianceDigital_HomeATF-Rewards,111638,292,5094,Sep'22
Spartan_Poker,Gaming,OF-16637_Spartan_Poker_HomeBTF_Rewards_CB,1785550,2120,12238,Sep'22
Ludo_Gold,Gaming,"OF-16580_LudoGold_HomeATF,Reward,MMBTF,CB,CBC_CPC6",2192651,5379,31805,Sep'22
FK Central,e-Commerce,"OF-16951_FKCentral_HomeATF,PT_CPM",23048,195,111,Sep'22
IDFC_First,BFSI,"OF-16532_SokratiIDFCSavings_HomeBTF,Reward,CB,MMBTF_CPC4",70443,389,1463,Sep'22
Navi MF,BFSI,OF-16728_Navi_HomeBTF/Rewards/Mymoney,1029046,2662,32991,Sep'22
GRT Jewels,Offline Retail,"OF-16376_GRT Jewellers_HomeATF,Reward_CPC8",128866,283,1812,Sep'22
Ludo_Gold,Gaming,"OF-16580_LudoGold_HomeATF,Reward,MMBTF,CB,CBC_CPC6",628117,5099,30149,Sep'22
PayTM First Games,Gaming,OF-16883_PaytmFirstGames_HBTF/Reward/MMBTF/CB_CPC8,98433,239,1473,Sep'22
PayTM First Games,Gaming,OF-16883_PaytmFirstGames_HBTF/Reward/MMBTF/CB_CPC8,44851,235,1449,Sep'22
GRT Jewellers,Offline Retail,"OF-16376_GRT Jewellers_HomeATF,Reward_CPC8",138689,267,1710,Sep'22
PayTM First Games,Gaming,OF-16883_PaytmFirstGames_HBTF/Reward/MMBTF/CB_CPC8,40630,230,1418,Sep'22
PayTM First Games,Gaming,OF-16883_PaytmFirstGames_HBTF/Reward/MMBTF/CB_CPC8,44630,229,1412,Sep'22
Spartan_Poker,Gaming,OF-16637_Spartan_Poker_HomeBTF_Rewards_CB,1377624,1820,10506,Sep'22
Netmeds,Health & wellness,OF-16836_Netmed_HomeATF-Rewards,159288,208,7567,Sep'22
Ludo_Gold,Gaming,"OF-16580_LudoGold_HomeATF,Reward,MMBTF,CB,CBC_CPC6",893062,4516,26702,Sep'22
Hotstar,OTT & Entertainment,OF-16732_Hotstar,17258,15,843,Sep'22
Prime Video,OTT & Entertainment,"OF-16487_PrimeVideo_PT,CB,CBC_CPC8",805214,177,1052,Sep'22
AU Bank - SA,BFSI,OF-16618_AUBank_HomeBTF/Rewards/Wealth,221268,605,3266,Sep'22
Flipkart,e-Commerce,OF-16809_FK_Healthcare_HomeATF_Pxtn,352886,836,8468,Sep'22
PayTM First Games,Gaming,OF-16883_PaytmFirstGames_HBTF/Reward/MMBTF/CB_CPC8,32687,191,1177,Sep'22
Reliance Digital,Offline Retail,OF-16834_RelianceDigital_HomeATF-Rewards,77497,326,3536,Sep'22
Hotstar,OTT & Entertainment,OF-16731_Hotstar,12846,16,566,Sep'22
KFC,FnB,OF-16709_KFC_HomeATF,675796,3212,40229,Sep'22
Netmeds,Health & wellness,OF-16836_Netmed_HomeATF-Rewards,127423,71,6053,Sep'22
KFC,FnB,OF-16894_KFC_CPM_HomeATF,52188,97,2825,Sep'22
GPRC,GPRC + Apple,OF-16824_GPRCLudo1_50-74_HomeATF,15568,0,1025,Sep'22
GPRC,GPRC + Apple,OF-16823_GPRC_WCC2_25_49_HomeATF,15379,2,1011,Sep'22
KFC,FnB,OF-17045_KFC_HomeATF_CPM,54784,65,2991,Sep'22
Navi MF,BFSI,OF-16728_Navi_HomeBTF/Rewards/Mymoney,666815,1815,21378,Sep'22
Flipkart,e-Commerce,OF-16809_FK_Healthcare_HomeATF_Pxtn,291968,903,7007,Sep'22
GPRC,GPRC + Apple,OF-16825_GPRC_Ludo2_HomeATF_75-99,18380,0,1271,Sep'22
Kapiva,Health & Wellness,OF-16611_Kapiva_Rewards,1367267,2783,13646,Sep'22
OLX Auto,"Commute, Travel & Hospitality","OF-16736_OLXAuto_HomeATF,BTF,CB,PT",31970,100,1811,Sep'22
Kapiva,Health & Wellness,OF-16611_Kapiva_Rewards,1886624,2724,13356,Sep'22
OLX Auto,"Commute, Travel & Hospitality","OF-16736_OLXAuto_HomeATF,BTF,CB,PT",31461,41,1782,Sep'22
Playship,Gaming,OF-16644_Playship_HomeATF_CPC8,69400,133,805,Sep'22
Isobar- IndusInd,BFSI,"OF-16509_IndusIndCC_CB,CBC_CPC2",1373463,536,815,Sep'22
Hindustan University,Edtech,OF-16688_HindustanUniversity_MMBTF_PT_CPM85,8358,6,458,Sep'22
Spartan_Poker,Gaming,OF-16637_Spartan_Poker_HomeBTF_Rewards_CB,1155275,1072,6188,Sep'22
Flipkart,e-Commerce,OF-16809_FK_Healthcare_HomeATF_Pxtn,233200,765,5596,Sep'22
KFC,FnB,OF-16894_KFC_CPM_HomeATF,38850,144,2103,Sep'22
Isobar- IndusInd,BFSI,"OF-16509_IndusIndCC_CB,CBC_CPC2",815234,475,722,Sep'22
Flipkart,e-Commerce,OF-16809_FK_Healthcare_HomeATF_Pxtn,220762,659,5298,Sep'22
Netmeds,Health & wellness,OF-16836_Netmed_HomeATF-Rewards,88541,123,4206,Sep'22
Kapiva,Health & Wellness,OF-16611_Kapiva_Rewards,1341012,2263,11096,Sep'22
Isobar- IndusInd,BFSI,"OF-16509_IndusIndCC_CB,CBC_CPC2",1406467,448,681,Sep'22
Ludo_Gold,Gaming,"OF-16580_LudoGold_HomeATF,Reward,MMBTF,CB,CBC_CPC6",1067760,2436,14403,Sep'22
Bajaj,BFSI,"OF-16497_BajajFinservInstaEMIcard_Reward,MMBTF_CPC4",11535,143,361,Sep'22
Navi MF,BFSI,OF-16728_Navi_HomeBTF/Rewards/Mymoney,473557,774,15182,Sep'22
Netmeds,Health & wellness,OF-16836_Netmed_HomeATF-Rewards,81194,98,3857,Sep'22
GRT Jewels,Offline Retail,"OF-16376_GRT Jewellers_HomeATF,Reward_CPC8",24209,124,794,Sep'22
Prime Video,OTT & Entertainment,"OF-16487_PrimeVideo_PT,CB,CBC_CPC8",122123,96,571,Sep'22
Spartan_Poker,Gaming,OF-16637_Spartan_Poker_HomeBTF_Rewards_CB,595969,848,4895,Sep'22
Hotstar,OTT & Entertainment,OF-16733_Hotstar,15478,31,898,Sep'22
Netmeds,Health & wellness,OF-16836_Netmed_HomeATF-Rewards,73687,724,3501,Sep'22
Kapiva,Health & Wellness,OF-16611_Kapiva_Rewards,925774,1844,9042,Sep'22
Spartan_Poker,Gaming,OF-16637_Spartan_Poker_HomeBTF_Rewards_CB,730062,760,4387,Sep'22
Ajio,e-Commerce,OF-16831_Ajio_Pttxn_CPM,514495,3568,25552,Sep'22
Spartan_Poker,Gaming,OF-16637_Spartan_Poker_HomeBTF_Rewards_CB,618062,757,4370,Sep'22
OLX Auto,"Commute, Travel & Hospitality","OF-16736_OLXAuto_HomeATF,BTF,CB,PT",20527,16,1163,Sep'22
Ludo_Gold,Gaming,"OF-16580_LudoGold_HomeATF,Reward,MMBTF,CB,CBC_CPC6",277282,1909,11287,Sep'22
Netmeds,Health & wellness,OF-16836_Netmed_HomeATF-Rewards,66063,1455,3138,Sep'22
Hotstar,OTT & Entertainment,OF-16731_Hotstar,6186,3,273,Sep'22
Hotstar,OTT & Entertainment,OF-16731_Hotstar,6005,6,265,Sep'22
Isobar- IndusInd,BFSI,"OF-16509_IndusIndCC_CB,CBC_CPC2",133544,315,479,Sep'22
Hindustan University,Edtech,OF-16688_HindustanUniversity_MMBTF_PT_CPM85,5005,12,275,Sep'22
Hindustan University,Edtech,OF-16688_HindustanUniversity_MMBTF_PT_CPM85,4974,17,273,Sep'22
Prime Video,OTT & Entertainment,"OF-16487_PrimeVideo_PT,CB,CBC_CPC8",131115,72,428,Sep'22
Hotstar,OTT & Entertainment,OF-16732_Hotstar,6910,8,338,Sep'22
AU Bank - SA,BFSI,OF-16618_AUBank_HomeBTF/Rewards/Wealth,93873,239,1290,Sep'22
OLX Auto,"Commute, Travel & Hospitality","OF-16736_OLXAuto_HomeATF,BTF,CB,PT",16466,27,933,Sep'22
Prime Video,OTT & Entertainment,"OF-16487_PrimeVideo_PT,CB,CBC_CPC8",181143,66,392,Sep'22
Navi MF,BFSI,OF-16728_Navi_HomeBTF/Rewards/Mymoney,305306,420,9788,Sep'22
OLX Auto,"Commute, Travel & Hospitality","OF-16736_OLXAuto_HomeATF,BTF,CB,PT",15757,13,892,Sep'22
Hindustan University,Edtech,OF-16688_HindustanUniversity_MMBTF_PT_CPM85,4308,10,236,Sep'22
Prime Video,OTT & Entertainment,"OF-16487_PrimeVideo_PT,CB,CBC_CPC8",232085,63,374,Sep'22
Hindustan University,Edtech,OF-16850_HindustanUniversity_MMBTF/PT_CPM,4560,18,260,Sep'22
OLX Auto,"Commute, Travel & Hospitality","OF-16736_OLXAuto_HomeATF,BTF,CB,PT",15278,1,865,Sep'22
Navi MF,BFSI,OF-16728_Navi_HomeBTF/Rewards/Mymoney,289295,500,9275,Sep'22
Hotstar,OTT & Entertainment,OF-16732_Hotstar,5837,3,285,Sep'22
Reliance Digital,Offline Retail,OF-16834_RelianceDigital_HomeATF-Rewards,27869,159,1272,Sep'22
Hindustan University,Edtech,OF-16688_HindustanUniversity_MMBTF_PT_CPM85,3885,14,213,Sep'22
Navi MF,BFSI,OF-16728_Navi_HomeBTF/Rewards/Mymoney,258936,550,8301,Sep'22
Spartan_Poker,Gaming,OF-16637_Spartan_Poker_HomeBTF_Rewards_CB,209445,490,2829,Sep'22
Netmeds,Health & wellness,OF-16836_Netmed_HomeATF-Rewards,41352,47,1964,Sep'22
KFC,FnB,OF-16709_KFC_HomeATF,202370,567,12047,Sep'22
Ludo_Gold,Gaming,"OF-16580_LudoGold_HomeATF,Reward,MMBTF,CB,CBC_CPC6",5793142,1017,6013,Sep'22
OLX Auto,"Commute, Travel & Hospitality","OF-16736_OLXAuto_HomeATF,BTF,CB,PT",10316,19,584,Sep'22
GRT Jewels,Offline Retail,"OF-16376_GRT Jewellers_HomeATF,Reward_CPC8",17020,51,327,Sep'22
Muthottu,BFSI,OF-16684_Muthottu_HomeATF,1053930,4348,26007,Sep'22
Netmeds,Health & wellness,OF-16836_Netmed_HomeATF-Rewards,32178,347,1529,Sep'22
Hindustan University,Edtech,OF-16850_HindustanUniversity_MMBTF/PT_CPM,2783,17,159,Sep'22
Netmeds,Health & wellness,OF-16836_Netmed_HomeATF-Rewards,31158,104,1480,Sep'22
Spartan_Poker,Gaming,OF-16637_Spartan_Poker_HomeBTF_Rewards_CB,3058774,334,1928,Sep'22
Ludo_Gold,Gaming,"OF-16580_LudoGold_HomeATF,Reward,MMBTF,CB,CBC_CPC6",125001,836,4943,Sep'22
Netmeds,Health & wellness,OF-16836_Netmed_HomeATF-Rewards,27982,581,1329,Sep'22
Navi MF,BFSI,OF-16728_Navi_HomeBTF/Rewards/Mymoney,152203,274,4880,Sep'22
AU Bank - SA,BFSI,OF-16618_AUBank_HomeBTF/Rewards/Wealth,10302,111,599,Sep'22
Netmeds,Health & wellness,OF-16836_Netmed_HomeATF-Rewards,26506,17,1259,Sep'22
OLX Auto,"Commute, Travel & Hospitality","OF-16736_OLXAuto_HomeATF,BTF,CB,PT",7782,30,441,Sep'22
Spartan_Poker,Gaming,OF-16637_Spartan_Poker_HomeBTF_Rewards_CB,180419,279,1611,Sep'22
Netmeds,Health & wellness,OF-16836_Netmed_HomeATF-Rewards,24124,266,1146,Sep'22
Hindustan University,Edtech,OF-16850_HindustanUniversity_MMBTF/PT_CPM,2109,6,120,Sep'22
Hindustan University,Edtech,OF-16688_HindustanUniversity_MMBTF_PT_CPM85,1952,5,107,Sep'22
Navi MF,BFSI,OF-16728_Navi_HomeBTF/Rewards/Mymoney,130018,607,4168,Sep'22
Hotstar,OTT & Entertainment,OF-16733_Hotstar,4787,8,278,Sep'22
Ludo_Gold,Gaming,"OF-16580_LudoGold_HomeATF,Reward,MMBTF,CB,CBC_CPC6",174146,615,3636,Sep'22
Hindustan University,Edtech,OF-16688_HindustanUniversity_MMBTF_PT_CPM85,1748,1,96,Sep'22
Netmeds,Health & wellness,OF-16836_Netmed_HomeATF-Rewards,21009,379,998,Sep'22
Rummy Circle,Gaming,OF-16525_RummyCircle_HomeATF,31941,33,150,Sep'22
Navi MF,BFSI,OF-16728_Navi_HomeBTF/Rewards/Mymoney,105384,194,3379,Sep'22
Kapiva,Health & Wellness,OF-16611_Kapiva_Rewards,290651,471,2309,Sep'22
OLX Auto,"Commute, Travel & Hospitality","OF-16736_OLXAuto_HomeATF,BTF,CB,PT",5376,7,304,Sep'22
Netmeds,Health & wellness,OF-16836_Netmed_HomeATF-Rewards,17950,23,853,Sep'22
Netmeds,Health & wellness,OF-16836_Netmed_HomeATF-Rewards,17943,197,852,Sep'22
Reliance Digital,Offline Retail,OF-16834_RelianceDigital_HomeATF-Rewards,9815,66,448,Sep'22
Hindustan University,Edtech,OF-16850_HindustanUniversity_MMBTF/PT_CPM,1473,22,84,Sep'22
Navi MF,BFSI,OF-16728_Navi_HomeBTF/Rewards/Mymoney,85707,365,2748,Sep'22
KFC,FnB,OF-17178_KFC_Bangalore_HP ATF,7821,17,432,Sep'22
GRT Jewels,Offline Retail,"OF-16376_GRT Jewellers_HomeATF,Reward_CPC8",15543,23,147,Sep'22
KFC,FnB,OF-16790_KFC_HomeATF_CPM,51923,82,3080,Sep'22
Navi MF,BFSI,OF-16728_Navi_HomeBTF/Rewards/Mymoney,72843,336,2335,Sep'22
Hotstar,OTT & Entertainment,OF-16733_Hotstar,2676,0,155,Sep'22
Hotstar,OTT & Entertainment,OF-16733_Hotstar,2624,0,152,Sep'22
Hindustan University,Edtech,OF-16688_HindustanUniversity_MMBTF_PT_CPM85,986,3,54,Sep'22
Netmeds,Health & wellness,OF-16836_Netmed_HomeATF-Rewards,11724,482,557,Sep'22
Spartan_Poker,Gaming,OF-16637_Spartan_Poker_HomeBTF_Rewards_CB,107565,123,710,Sep'22
Netmeds,Health & wellness,OF-16836_Netmed_HomeATF-Rewards,11131,230,529,Sep'22
Netmeds,Health & wellness,OF-16836_Netmed_HomeATF-Rewards,10716,242,509,Sep'22
Hindustan University,Edtech,OF-16850_HindustanUniversity_MMBTF/PT_CPM,895,7,51,Sep'22
OLX Auto,"Commute, Travel & Hospitality","OF-16736_OLXAuto_HomeATF,BTF,CB,PT",2952,10,167,Sep'22
Prime Video,OTT & Entertainment,"OF-16487_PrimeVideo_PT,CB,CBC_CPC8",3128,12,71,Sep'22
Navi MF,BFSI,OF-16728_Navi_HomeBTF/Rewards/Mymoney,54798,297,1757,Sep'22
Navi MF,BFSI,OF-16728_Navi_HomeBTF/Rewards/Mymoney,53107,245,1703,Sep'22
Hindustan University,Edtech,OF-16850_HindustanUniversity_MMBTF/PT_CPM,787,2,45,Sep'22
PayTM First Games,Gaming,OF-16883_PaytmFirstGames_HBTF/Reward/MMBTF/CB_CPC8,6246,11,68,Sep'22
OLX Auto,"Commute, Travel & Hospitality","OF-16736_OLXAuto_HomeATF,BTF,CB,PT",2315,36,131,Sep'22
AU Bank - SA,BFSI,OF-16618_AUBank_HomeBTF/Rewards/Wealth,28506,31,167,Sep'22
Reliance Digital,Offline Retail,OF-16834_RelianceDigital_HomeATF-Rewards,4226,21,193,Sep'22
KFC,FnB,OF-16790_KFC_HomeATF_CPM,26343,112,1563,Sep'22
Isobar- IndusInd,BFSI,"OF-16509_IndusIndCC_CB,CBC_CPC2",9009,36,55,Sep'22
Netmeds,Health & wellness,OF-16836_Netmed_HomeATF-Rewards,6487,325,308,Sep'22
Spartan_Poker,Gaming,OF-16637_Spartan_Poker_HomeBTF_Rewards_CB,772277,71,410,Sep'22
Hindustan University,Edtech,OF-16688_HindustanUniversity_MMBTF_PT_CPM85,509,1,28,Sep'22
Flipkart,e-Commerce,OF-16809_FK_Healthcare_HomeATF_Pxtn,15187,61,364,Sep'22
Infinix,OEMs,OF-16781_Infinix_HomeATF_HomeBTFCPM35,3130260,10371,109546,Sep'22
Ludo_Gold,Gaming,"OF-16580_LudoGold_HomeATF,Reward,MMBTF,CB,CBC_CPC6",19127,153,905,Sep'22
Infinix,OEMs,OF-16779_Infinix_HomeATF_HomeBTFCPM35,3178831,10392,111246,Sep'22
Netmeds,Health & wellness,OF-16836_Netmed_HomeATF-Rewards,5115,65,243,Sep'22
Infinix,OEMs,OF-16781_Infinix_HomeATF_HomeBTFCPM35,2936521,12636,102766,Sep'22
Infinix,OEMs,OF-16779_Infinix_HomeATF_HomeBTFCPM35,2956800,12386,103476,Sep'22
Ludo_Gold,Gaming,"OF-16580_LudoGold_HomeATF,Reward,MMBTF,CB,CBC_CPC6",77190,138,816,Sep'22
Infinix,OEMs,OF-16782_Infinix_HomeATF_HomeBTFCPM35,2745699,10821,96088,Sep'22
Muthottu,BFSI,"OF-16685_Muthottu_CB,CBC",4594098,9504,18997,Sep'22
Netmeds,Health & wellness,OF-16836_Netmed_HomeATF-Rewards,4494,45,213,Sep'22
Infinix,OEMs,OF-16782_Infinix_HomeATF_HomeBTFCPM35,2173311,6018,76057,Sep'22
Netmeds,Health & wellness,OF-16836_Netmed_HomeATF-Rewards,3463,365,165,Sep'22
Infinix,OEMs,OF-16776_Infinix_HomeATF_HomeBTFCPM35,2720415,8741,95206,Sep'22
Infinix,OEMs,OF-16776_Infinix_HomeATF_HomeBTFCPM35,2651430,9927,92792,Sep'22
Hindustan University,Edtech,OF-16850_HindustanUniversity_MMBTF/PT_CPM,296,0,17,Sep'22
Infinix,OEMs,OF-16782_Infinix_HomeATF_HomeBTFCPM35,1906829,3404,66731,Sep'22
Infinix,OEMs,OF-16779_Infinix_HomeATF_HomeBTFCPM35,1856639,4036,64975,Sep'22
Ajio,e-Commerce,OF-16831_Ajio_Pttxn_CPM,23001,202,1142,Sep'22
Navi MF,BFSI,OF-16728_Navi_HomeBTF/Rewards/Mymoney,17184,58,551,Sep'22
Netmeds,Health & wellness,OF-16836_Netmed_HomeATF-Rewards,3027,49,144,Sep'22
PayTM First Games,Gaming,OF-16883_PaytmFirstGames_HBTF/Reward/MMBTF/CB_CPC8,1371,4,25,Sep'22
Infinix,OEMs,OF-16781_Infinix_HomeATF_HomeBTFCPM35,1706526,3628,59721,Sep'22
AU Bank - SA,BFSI,OF-16618_AUBank_HomeBTF/Rewards/Wealth,597,11,59,Sep'22
KFC,FnB,OF-16814_KFC_HomeATF_CPM,16323,60,973,Sep'22
Navi MF,BFSI,OF-16728_Navi_HomeBTF/Rewards/Mymoney,14427,42,463,Sep'22
Bajaj,BFSI,"OF-16469_BajajCC_ARM_CB,CBC,PT_CPC3",41,2,0,Sep'22
Infinix,OEMs,OF-16780_Infinix_HomeATF_HomeBTFCPM35,1638196,7981,57331,Sep'22
Rummy Circle,Gaming,OF-16525_RummyCircle_HomeATF,0,4,18,Sep'22
Infinix,OEMs,OF-16780_Infinix_HomeATF_HomeBTFCPM35,1504087,5569,52638,Sep'22
Muthottu,BFSI,"OF-16685_Muthottu_CB,CBC",1643852,4628,9251,Sep'22
Hindustan University,Edtech,OF-16850_HindustanUniversity_MMBTF/PT_CPM,178,1,10,Sep'22
Muthottu,BFSI,OF-16684_Muthottu_HomeATF,91992,265,1585,Sep'22
IDFC_First,BFSI,"OF-16532_SokratiIDFCSavings_HomeBTF,Reward,CB,MMBTF_CPC4",1712,4,15,Sep'22
Netmeds,Health & wellness,OF-16836_Netmed_HomeATF-Rewards,1826,2,87,Sep'22
Netmeds,Health & wellness,OF-16836_Netmed_HomeATF-Rewards,1708,21,81,Sep'22
Infinix,OEMs,OF-16776_Infinix_HomeATF_HomeBTFCPM35,1313027,2029,45952,Sep'22
Muthottu,BFSI,OF-16684_Muthottu_HomeBTF/Rewards/MyMoney_CPC6,76249,220,1316,Sep'22
Netmeds,Health & wellness,OF-16836_Netmed_HomeATF-Rewards,1630,39,77,Sep'22
Infinix,OEMs,OF-16774_Infinix_HomeATF_HomeBTFCPM35,264947,927,9269,Sep'22
Muthottu,BFSI,"OF-16685_Muthottu_CB,CBC",1110814,3233,6462,Sep'22
OLX Auto,"Commute, Travel & Hospitality","OF-16736_OLXAuto_HomeATF,BTF,CB,PT",441,3,25,Sep'22
Muthottu,BFSI,"OF-16685_Muthottu_CB,CBC",4208075,3016,6028,Sep'22
Netmeds,Health & wellness,OF-16836_Netmed_HomeATF-Rewards,1344,8,64,Sep'22
Muthottu,BFSI,OF-16684_Muthottu_HomeBTF/Rewards/MyMoney_CPC6,74943,178,1065,Sep'22
Infinix,OEMs,OF-16782_Infinix_HomeATF_HomeBTFCPM35,779884,2059,27293,Sep'22
AU Bank - SA,BFSI,OF-16618_AUBank_HomeBTF/Rewards/Wealth,30,5,27,Sep'22
Muthottu,BFSI,OF-16684_Muthottu_HomeBTF/Rewards/MyMoney_CPC6,85495,149,891,Sep'22
Infinix,OEMs,OF-16780_Infinix_HomeATF_HomeBTFCPM35,758492,1920,26544,Sep'22
Infinix,OEMs,OF-16779_Infinix_HomeATF_HomeBTFCPM35,659323,1973,23074,Sep'22
Infinix,OEMs,OF-16781_Infinix_HomeATF_HomeBTFCPM35,629490,1680,22029,Sep'22
Muthottu,BFSI,"OF-16685_Muthottu_CB,CBC",667138,2211,4419,Sep'22
Netmeds,Health & wellness,OF-16836_Netmed_HomeATF-Rewards,1009,0,48,Sep'22
Infinix,OEMs,OF-16782_Infinix_HomeATF_HomeBTFCPM35,578922,1385,20260,Sep'22
Infinix,OEMs,OF-16776_Infinix_HomeATF_HomeBTFCPM35,766025,1560,26808,Sep'22
Netmeds,Health & wellness,OF-16836_Netmed_HomeATF-Rewards,937,8,45,Sep'22
Muthottu,BFSI,OF-16684_Muthottu_HomeBTF/Rewards/MyMoney_CPC6,42035,116,694,Sep'22
Ludo_Gold,Gaming,"OF-16580_LudoGold_HomeATF,Reward,MMBTF,CB,CBC_CPC6",2357,24,142,Sep'22
Netmeds,Health & wellness,OF-16836_Netmed_HomeATF-Rewards,750,4,36,Sep'22
Infinix,OEMs,OF-16774_Infinix_HomeATF_HomeBTFCPM35,125750,172,4399,Sep'22
Infinix,OEMs,OF-16774_Infinix_HomeATF_HomeBTFCPM35,125600,618,4394,Sep'22
PayTM First Games,Gaming,OF-16883_PaytmFirstGames_HBTF/Reward/MMBTF/CB_CPC8,1,1,6,Sep'22
PayTM First Games,Gaming,OF-16883_PaytmFirstGames_HBTF/Reward/MMBTF/CB_CPC8,1,1,6,Sep'22
Infinix,OEMs,OF-16781_Infinix_HomeATF_HomeBTFCPM35,411334,1017,14395,Sep'22
Infinix,OEMs,OF-16779_Infinix_HomeATF_HomeBTFCPM35,416775,1215,14585,Sep'22
Muthottu,BFSI,OF-16684_Muthottu_HomeBTF/Rewards/MyMoney_CPC6,30210,93,556,Sep'22
Netmeds,Health & wellness,OF-16836_Netmed_HomeATF-Rewards,690,1,33,Sep'22
Netmeds,Health & wellness,OF-16836_Netmed_HomeATF-Rewards,682,7,32,Sep'22
Infinix,OEMs,OF-16776_Infinix_HomeATF_HomeBTFCPM35,527099,1002,18447,Sep'22
GRT Jewellers,Offline Retail,"OF-16376_GRT Jewellers_HomeATF,Reward_CPC8",3,1,6,Sep'22
Ludo_Gold,Gaming,"OF-16580_LudoGold_HomeATF,Reward,MMBTF,CB,CBC_CPC6",17427,18,106,Sep'22
Muthottu,BFSI,OF-16684_Muthottu_HomeBTF/Rewards/MyMoney_CPC6,27899,81,484,Sep'22
Muthottu,BFSI,OF-16684_Muthottu_HomeBTF/Rewards/MyMoney_CPC6,35161,80,479,Sep'22
Rummy Circle,Gaming,OF-16525_RummyCircle_HomeATF,993,1,5,Sep'22
Infinix,OEMs,OF-16782_Infinix_HomeATF_HomeBTFCPM35,332101,2671,11622,Sep'22
Infinix,OEMs,OF-16780_Infinix_HomeATF_HomeBTFCPM35,347308,1257,12155,Sep'22
Netmeds,Health & wellness,OF-16836_Netmed_HomeATF-Rewards,497,8,24,Sep'22
Infinix,OEMs,OF-16782_Infinix_HomeATF_HomeBTFCPM35,279909,2924,9796,Sep'22
Netmeds,Health & wellness,OF-16836_Netmed_HomeATF-Rewards,445,4,21,Sep'22
Muthottu,BFSI,OF-16684_Muthottu_HomeBTF/Rewards/MyMoney_CPC6,17093,59,353,Sep'22
Netmeds,Health & wellness,OF-16836_Netmed_HomeATF-Rewards,435,7,21,Sep'22
Infinix,OEMs,OF-16782_Infinix_HomeATF_HomeBTFCPM35,253837,2362,8883,Sep'22
OLXAUTO,"Commute, Travel & Hospitality","OF-16736_OLXAuto_HomeATF,BTF,CB,PT",123,0,7,Sep'22
Muthottu,BFSI,"OF-16685_Muthottu_CB,CBC",182672,831,1661,Sep'22
Netmeds,Health & wellness,OF-16836_Netmed_HomeATF-Rewards,380,1,18,Sep'22
KFC,FnB,OF-16814_KFC_HomeATF_CPM,2358,11,141,Sep'22
Infinix,OEMs,OF-16776_Infinix_HomeATF_HomeBTFCPM35,294038,1690,10290,Sep'22
Infinix,OEMs,OF-16780_Infinix_HomeATF_HomeBTFCPM35,255811,837,8952,Sep'22
Netmeds,Health & wellness,OF-16836_Netmed_HomeATF-Rewards,369,3,18,Sep'22
Infinix,OEMs,OF-16776_Infinix_HomeATF_HomeBTFCPM35,283100,2053,9908,Sep'22
Netmeds,Health & wellness,OF-16836_Netmed_HomeATF-Rewards,359,2,17,Sep'22
KFC,FnB,OF-17045_KFC_HomeATF_CPM,162,0,9,Sep'22
Netmeds,Health & wellness,OF-16836_Netmed_HomeATF-Rewards,344,2,16,Sep'22
Infinix,OEMs,OF-16782_Infinix_HomeATF_HomeBTFCPM35,184351,2765,6452,Sep'22
Muthottu,BFSI,OF-16684_Muthottu_HomeBTF/Rewards/MyMoney_CPC6,12947,41,245,Sep'22
Infinix,OEMs,OF-16776_Infinix_HomeATF_HomeBTFCPM35,236088,1777,8262,Sep'22
Infinix,OEMs,OF-16776_Infinix_HomeATF_HomeBTFCPM35,227325,1385,7956,Sep'22
Infinix,OEMs,OF-16782_Infinix_HomeATF_HomeBTFCPM35,168442,685,5895,Sep'22
Infinix,OEMs,OF-16781_Infinix_HomeATF_HomeBTFCPM35,158378,1185,5543,Sep'22
Infinix,OEMs,OF-16776_Infinix_HomeATF_HomeBTFCPM35,188075,594,6582,Sep'22
